"","yearly_id","position"
"12124","2014_00-0023436","QB"
"12125","2014_00-0023437","RB"
"12126","2014_00-0023459","QB"
"12127","2014_00-0023460","QB"
"12128","2014_00-0023462","WR"
"12129","2014_00-0023465","TE"
"12130","2014_00-0023496","WR"
"12131","2014_00-0023500","RB"
"12132","2014_00-0023503","WR"
"12133","2014_00-0023506","TE"
"12134","2014_00-0023541","QB"
"12135","2014_00-0023564","RB"
"12136","2014_00-0023578","QB"
"12137","2014_00-0023645","QB"
"12138","2014_00-0023662","QB"
"12139","2014_00-0023682","QB"
"12140","2014_00-0023752","TE"
"12141","2014_00-0023921","WR"
"12142","2014_00-0023968","WR"
"12143","2014_00-0024103","RB"
"12144","2014_00-0024204","RB"
"12145","2014_00-0024217","RB"
"12146","2014_00-0024221","TE"
"12147","2014_00-0024226","QB"
"12148","2014_00-0024240","WR"
"12149","2014_00-0024242","RB"
"12150","2014_00-0024243","TE"
"12151","2014_00-0024264","QB"
"12152","2014_00-0024267","WR"
"12153","2014_00-0024268","TE"
"12154","2014_00-0024272","WR"
"12155","2014_00-0024275","RB"
"12156","2014_00-0024279","QB"
"12157","2014_00-0024296","QB"
"12158","2014_00-0024297","WR"
"12159","2014_00-0024313","TE"
"12160","2014_00-0024315","FB"
"12161","2014_00-0024318","WR"
"12162","2014_00-0024324","WR"
"12163","2014_00-0024332","RB"
"12164","2014_00-0024334","WR"
"12165","2014_00-0024389","TE"
"12166","2014_00-0024408","QB"
"12167","2014_00-0024466","WR"
"12168","2014_00-0024535","WR"
"12169","2014_00-0024813","RB"
"12170","2014_00-0025389","WR"
"12171","2014_00-0025394","RB"
"12172","2014_00-0025396","WR"
"12173","2014_00-0025399","RB"
"12174","2014_00-0025409","QB"
"12175","2014_00-0025410","WR"
"12176","2014_00-0025414","WR"
"12177","2014_00-0025418","TE"
"12178","2014_00-0025425","TE"
"12179","2014_00-0025430","QB"
"12180","2014_00-0025439","RB"
"12181","2014_00-0025460","WR"
"12182","2014_00-0025464","TE"
"12183","2014_00-0025465","WR"
"12184","2014_00-0025479","QB"
"12185","2014_00-0025487","RB"
"12186","2014_00-0025516","TE"
"12187","2014_00-0025542","TE"
"12188","2014_00-0025549","TE"
"12189","2014_00-0025592","QB"
"12190","2014_00-0025604","QB"
"12191","2014_00-0025637","RB"
"12192","2014_00-0025701","RB"
"12193","2014_00-0025708","QB"
"12194","2014_00-0025860","RB"
"12195","2014_00-0025951","WR"
"12196","2014_00-0025970","QB"
"12197","2014_00-0026008","TE"
"12198","2014_00-0026019","RB"
"12199","2014_00-0026035","WR"
"12200","2014_00-0026069","FB"
"12201","2014_00-0026072","FB"
"12202","2014_00-0026143","QB"
"12203","2014_00-0026144","RB"
"12204","2014_00-0026153","RB"
"12205","2014_00-0026158","QB"
"12206","2014_00-0026164","RB"
"12207","2014_00-0026173","WR"
"12208","2014_00-0026176","WR"
"12209","2014_00-0026178","TE"
"12210","2014_00-0026182","WR"
"12211","2014_00-0026184","RB"
"12212","2014_00-0026186","WR"
"12213","2014_00-0026189","WR"
"12214","2014_00-0026195","RB"
"12215","2014_00-0026197","QB"
"12216","2014_00-0026201","TE"
"12217","2014_00-0026213","RB"
"12218","2014_00-0026224","WR"
"12219","2014_00-0026225","TE"
"12220","2014_00-0026235","WR"
"12221","2014_00-0026237","WR"
"12222","2014_00-0026266","WR"
"12223","2014_00-0026267","TE"
"12224","2014_00-0026281","TE"
"12225","2014_00-0026286","FB"
"12226","2014_00-0026293","WR"
"12227","2014_00-0026296","QB"
"12228","2014_00-0026298","TE"
"12229","2014_00-0026300","QB"
"12230","2014_00-0026314","WR"
"12231","2014_00-0026316","RB"
"12232","2014_00-0026345","WR"
"12233","2014_00-0026349","QB"
"12234","2014_00-0026364","WR"
"12235","2014_00-0026367","RB"
"12236","2014_00-0026373","RB"
"12237","2014_00-0026393","FB"
"12238","2014_00-0026465","WR"
"12239","2014_00-0026498","QB"
"12240","2014_00-0026544","QB"
"12241","2014_00-0026557","FB"
"12242","2014_00-0026577","RB"
"12243","2014_00-0026625","QB"
"12244","2014_00-0026644","RB"
"12245","2014_00-0026658","TE"
"12246","2014_00-0026691","WR"
"12247","2014_00-0026699","TE"
"12248","2014_00-0026722","WR"
"12249","2014_00-0026739","WR"
"12250","2014_00-0026757","TE"
"12251","2014_00-0026769","RB"
"12252","2014_00-0026780","WR"
"12253","2014_00-0026796","RB"
"12254","2014_00-0026826","FB"
"12255","2014_00-0026852","FB"
"12256","2014_00-0026855","RB"
"12257","2014_00-0026864","WR"
"12258","2014_00-0026898","QB"
"12259","2014_00-0026899","RB"
"12260","2014_00-0026901","WR"
"12261","2014_00-0026902","WR"
"12262","2014_00-0026926","FB"
"12263","2014_00-0026931","TE"
"12264","2014_00-0026932","RB"
"12265","2014_00-0026937","WR"
"12266","2014_00-0026957","TE"
"12267","2014_00-0026963","TE"
"12268","2014_00-0026983","WR"
"12269","2014_00-0026986","WR"
"12270","2014_00-0026988","RB"
"12271","2014_00-0026995","WR"
"12272","2014_00-0026996","TE"
"12273","2014_00-0026998","WR"
"12274","2014_00-0027003","RB"
"12275","2014_00-0027005","WR"
"12276","2014_00-0027006","WR"
"12277","2014_00-0027012","WR"
"12278","2014_00-0027029","RB"
"12279","2014_00-0027040","TE"
"12280","2014_00-0027057","WR"
"12281","2014_00-0027061","TE"
"12282","2014_00-0027069","TE"
"12283","2014_00-0027070","TE"
"12284","2014_00-0027076","WR"
"12285","2014_00-0027077","WR"
"12286","2014_00-0027080","RB"
"12287","2014_00-0027089","WR"
"12288","2014_00-0027093","FB"
"12289","2014_00-0027094","RB"
"12290","2014_00-0027109","TE"
"12291","2014_00-0027125","TE"
"12292","2014_00-0027134","QB"
"12293","2014_00-0027135","TE"
"12294","2014_00-0027139","TE"
"12295","2014_00-0027140","RB"
"12296","2014_00-0027150","WR"
"12297","2014_00-0027155","RB"
"12298","2014_00-0027156","WR"
"12299","2014_00-0027188","WR"
"12300","2014_00-0027202","TE"
"12301","2014_00-0027215","TE"
"12302","2014_00-0027218","RB"
"12303","2014_00-0027220","WR"
"12304","2014_00-0027253","QB"
"12305","2014_00-0027265","WR"
"12306","2014_00-0027287","TE"
"12307","2014_00-0027321","TE"
"12308","2014_00-0027322","WR"
"12309","2014_00-0027325","RB"
"12310","2014_00-0027346","RB"
"12311","2014_00-0027356","WR"
"12312","2014_00-0027445","TE"
"12313","2014_00-0027450","WR"
"12314","2014_00-0027500","TE"
"12315","2014_00-0027531","RB"
"12316","2014_00-0027567","TE"
"12317","2014_00-0027581","WR"
"12318","2014_00-0027583","TE"
"12319","2014_00-0027595","WR"
"12320","2014_00-0027606","WR"
"12321","2014_00-0027608","WR"
"12322","2014_00-0027616","WR"
"12323","2014_00-0027651","RB"
"12324","2014_00-0027654","WR"
"12325","2014_00-0027656","TE"
"12326","2014_00-0027659","QB"
"12327","2014_00-0027675","TE"
"12328","2014_00-0027681","WR"
"12329","2014_00-0027685","WR"
"12330","2014_00-0027688","QB"
"12331","2014_00-0027690","WR"
"12332","2014_00-0027691","WR"
"12333","2014_00-0027692","WR"
"12334","2014_00-0027695","TE"
"12335","2014_00-0027696","TE"
"12336","2014_00-0027702","WR"
"12337","2014_00-0027708","WR"
"12338","2014_00-0027709","WR"
"12339","2014_00-0027712","RB"
"12340","2014_00-0027714","TE"
"12341","2014_00-0027718","TE"
"12342","2014_00-0027722","QB"
"12343","2014_00-0027725","TE"
"12344","2014_00-0027732","TE"
"12345","2014_00-0027739","FB"
"12346","2014_00-0027753","TE"
"12347","2014_00-0027755","WR"
"12348","2014_00-0027758","WR"
"12349","2014_00-0027769","TE"
"12350","2014_00-0027772","RB"
"12351","2014_00-0027779","RB"
"12352","2014_00-0027783","TE"
"12353","2014_00-0027786","RB"
"12354","2014_00-0027789","WR"
"12355","2014_00-0027791","RB"
"12356","2014_00-0027793","WR"
"12357","2014_00-0027795","WR"
"12358","2014_00-0027796","QB"
"12359","2014_00-0027809","TE"
"12360","2014_00-0027816","WR"
"12361","2014_00-0027819","TE"
"12362","2014_00-0027825","TE"
"12363","2014_00-0027836","TE"
"12364","2014_00-0027844","FB"
"12365","2014_00-0027851","RB"
"12366","2014_00-0027854","QB"
"12367","2014_00-0027861","RB"
"12368","2014_00-0027864","RB"
"12369","2014_00-0027873","TE"
"12370","2014_00-0027874","WR"
"12371","2014_00-0027888","RB"
"12372","2014_00-0027890","RB"
"12373","2014_00-0027891","WR"
"12374","2014_00-0027893","WR"
"12375","2014_00-0027902","WR"
"12376","2014_00-0027905","FB"
"12377","2014_00-0027917","FB"
"12378","2014_00-0027918","WR"
"12379","2014_00-0027925","FB"
"12380","2014_00-0027939","QB"
"12381","2014_00-0027942","WR"
"12382","2014_00-0027944","WR"
"12383","2014_00-0027946","QB"
"12384","2014_00-0027948","QB"
"12385","2014_00-0027950","QB"
"12386","2014_00-0027966","RB"
"12387","2014_00-0027973","QB"
"12388","2014_00-0027974","QB"
"12389","2014_00-0027976","RB"
"12390","2014_00-0027981","TE"
"12391","2014_00-0027985","TE"
"12392","2014_00-0027994","RB"
"12393","2014_00-0027995","RB"
"12394","2014_00-0027996","WR"
"12395","2014_00-0027997","WR"
"12396","2014_00-0028000","RB"
"12397","2014_00-0028002","WR"
"12398","2014_00-0028007","TE"
"12399","2014_00-0028009","RB"
"12400","2014_00-0028011","RB"
"12401","2014_00-0028012","QB"
"12402","2014_00-0028016","WR"
"12403","2014_00-0028017","WR"
"12404","2014_00-0028020","WR"
"12405","2014_00-0028021","WR"
"12406","2014_00-0028034","RB"
"12407","2014_00-0028040","TE"
"12408","2014_00-0028042","TE"
"12409","2014_00-0028043","RB"
"12410","2014_00-0028045","WR"
"12411","2014_00-0028049","WR"
"12412","2014_00-0028050","WR"
"12413","2014_00-0028052","WR"
"12414","2014_00-0028053","RB"
"12415","2014_00-0028061","WR"
"12416","2014_00-0028064","RB"
"12417","2014_00-0028067","TE"
"12418","2014_00-0028070","WR"
"12419","2014_00-0028073","QB"
"12420","2014_00-0028074","FB"
"12421","2014_00-0028079","TE"
"12422","2014_00-0028083","RB"
"12423","2014_00-0028086","WR"
"12424","2014_00-0028087","RB"
"12425","2014_00-0028090","QB"
"12426","2014_00-0028091","WR"
"12427","2014_00-0028093","TE"
"12428","2014_00-0028097","TE"
"12429","2014_00-0028105","WR"
"12430","2014_00-0028112","TE"
"12431","2014_00-0028114","WR"
"12432","2014_00-0028115","RB"
"12433","2014_00-0028116","WR"
"12434","2014_00-0028118","QB"
"12435","2014_00-0028119","TE"
"12436","2014_00-0028121","RB"
"12437","2014_00-0028142","TE"
"12438","2014_00-0028149","FB"
"12439","2014_00-0028156","TE"
"12440","2014_00-0028158","RB"
"12441","2014_00-0028178","FB"
"12442","2014_00-0028179","TE"
"12443","2014_00-0028198","RB"
"12444","2014_00-0028202","RB"
"12445","2014_00-0028211","FB"
"12446","2014_00-0028237","WR"
"12447","2014_00-0028238","TE"
"12448","2014_00-0028249","WR"
"12449","2014_00-0028263","WR"
"12450","2014_00-0028267","TE"
"12451","2014_00-0028270","TE"
"12452","2014_00-0028288","WR"
"12453","2014_00-0028293","WR"
"12454","2014_00-0028307","WR"
"12455","2014_00-0028308","WR"
"12456","2014_00-0028345","RB"
"12457","2014_00-0028352","WR"
"12458","2014_00-0028353","TE"
"12459","2014_00-0028359","QB"
"12460","2014_00-0028362","WR"
"12461","2014_00-0028400","WR"
"12462","2014_00-0028409","RB"
"12463","2014_00-0028411","WR"
"12464","2014_00-0028415","TE"
"12465","2014_00-0028417","WR"
"12466","2014_00-0028426","TE"
"12467","2014_00-0028434","WR"
"12468","2014_00-0028442","WR"
"12469","2014_00-0028451","TE"
"12470","2014_00-0028453","QB"
"12471","2014_00-0028492","FB"
"12472","2014_00-0028497","WR"
"12473","2014_00-0028522","TE"
"12474","2014_00-0028532","WR"
"12475","2014_00-0028543","WR"
"12476","2014_00-0028581","FB"
"12477","2014_00-0028595","QB"
"12478","2014_00-0028596","WR"
"12479","2014_00-0028606","WR"
"12480","2014_00-0028613","RB"
"12481","2014_00-0028627","WR"
"12482","2014_00-0028646","WR"
"12483","2014_00-0028651","TE"
"12484","2014_00-0028702","WR"
"12485","2014_00-0028736","RB"
"12486","2014_00-0028755","TE"
"12487","2014_00-0028792","WR"
"12488","2014_00-0028795","RB"
"12489","2014_00-0028825","QB"
"12490","2014_00-0028838","TE"
"12491","2014_00-0028841","FB"
"12492","2014_00-0028843","TE"
"12493","2014_00-0028863","QB"
"12494","2014_00-0028876","FB"
"12495","2014_00-0028892","TE"
"12496","2014_00-0028903","TE"
"12497","2014_00-0028905","WR"
"12498","2014_00-0028906","WR"
"12499","2014_00-0028918","WR"
"12500","2014_00-0028957","QB"
"12501","2014_00-0028958","TE"
"12502","2014_00-0028961","TE"
"12503","2014_00-0028974","WR"
"12504","2014_00-0028980","RB"
"12505","2014_00-0028984","WR"
"12506","2014_00-0028986","QB"
"12507","2014_00-0028987","TE"
"12508","2014_00-0028992","WR"
"12509","2014_00-0028994","TE"
"12510","2014_00-0028995","WR"
"12511","2014_00-0029000","WR"
"12512","2014_00-0029001","WR"
"12513","2014_00-0029004","RB"
"12514","2014_00-0029006","WR"
"12515","2014_00-0029033","WR"
"12516","2014_00-0029036","WR"
"12517","2014_00-0029041","QB"
"12518","2014_00-0029048","RB"
"12519","2014_00-0029051","WR"
"12520","2014_00-0029055","WR"
"12521","2014_00-0029063","TE"
"12522","2014_00-0029068","FB"
"12523","2014_00-0029071","WR"
"12524","2014_00-0029098","WR"
"12525","2014_00-0029104","RB"
"12526","2014_00-0029108","WR"
"12527","2014_00-0029119","TE"
"12528","2014_00-0029129","WR"
"12529","2014_00-0029137","WR"
"12530","2014_00-0029140","RB"
"12531","2014_00-0029141","RB"
"12532","2014_00-0029145","RB"
"12533","2014_00-0029151","QB"
"12534","2014_00-0029155","WR"
"12535","2014_00-0029159","WR"
"12536","2014_00-0029175","TE"
"12537","2014_00-0029204","WR"
"12538","2014_00-0029205","RB"
"12539","2014_00-0029209","WR"
"12540","2014_00-0029218","TE"
"12541","2014_00-0029227","WR"
"12542","2014_00-0029234","QB"
"12543","2014_00-0029238","TE"
"12544","2014_00-0029239","RB"
"12545","2014_00-0029251","RB"
"12546","2014_00-0029260","RB"
"12547","2014_00-0029262","WR"
"12548","2014_00-0029263","QB"
"12549","2014_00-0029264","RB"
"12550","2014_00-0029269","WR"
"12551","2014_00-0029271","WR"
"12552","2014_00-0029273","RB"
"12553","2014_00-0029274","WR"
"12554","2014_00-0029275","TE"
"12555","2014_00-0029276","TE"
"12556","2014_00-0029281","TE"
"12557","2014_00-0029293","WR"
"12558","2014_00-0029298","RB"
"12559","2014_00-0029300","WR"
"12560","2014_00-0029311","WR"
"12561","2014_00-0029315","TE"
"12562","2014_00-0029317","RB"
"12563","2014_00-0029319","WR"
"12564","2014_00-0029336","WR"
"12565","2014_00-0029339","WR"
"12566","2014_00-0029343","WR"
"12567","2014_00-0029367","WR"
"12568","2014_00-0029384","RB"
"12569","2014_00-0029388","WR"
"12570","2014_00-0029389","WR"
"12571","2014_00-0029391","TE"
"12572","2014_00-0029394","WR"
"12573","2014_00-0029401","RB"
"12574","2014_00-0029414","TE"
"12575","2014_00-0029415","WR"
"12576","2014_00-0029420","FB"
"12577","2014_00-0029424","WR"
"12578","2014_00-0029429","RB"
"12579","2014_00-0029432","TE"
"12580","2014_00-0029435","WR"
"12581","2014_00-0029438","RB"
"12582","2014_00-0029440","TE"
"12583","2014_00-0029441","RB"
"12584","2014_00-0029463","WR"
"12585","2014_00-0029464","WR"
"12586","2014_00-0029492","RB"
"12587","2014_00-0029495","QB"
"12588","2014_00-0029510","RB"
"12589","2014_00-0029511","WR"
"12590","2014_00-0029517","RB"
"12591","2014_00-0029531","QB"
"12592","2014_00-0029534","TE"
"12593","2014_00-0029547","RB"
"12594","2014_00-0029552","WR"
"12595","2014_00-0029554","QB"
"12596","2014_00-0029564","WR"
"12597","2014_00-0029567","QB"
"12598","2014_00-0029572","WR"
"12599","2014_00-0029580","WR"
"12600","2014_00-0029587","TE"
"12601","2014_00-0029588","RB"
"12602","2014_00-0029590","TE"
"12603","2014_00-0029601","TE"
"12604","2014_00-0029604","QB"
"12605","2014_00-0029608","WR"
"12606","2014_00-0029612","RB"
"12607","2014_00-0029613","RB"
"12608","2014_00-0029614","WR"
"12609","2014_00-0029615","RB"
"12610","2014_00-0029619","FB"
"12611","2014_00-0029623","QB"
"12612","2014_00-0029626","RB"
"12613","2014_00-0029632","WR"
"12614","2014_00-0029633","WR"
"12615","2014_00-0029634","TE"
"12616","2014_00-0029638","WR"
"12617","2014_00-0029640","WR"
"12618","2014_00-0029654","WR"
"12619","2014_00-0029660","WR"
"12620","2014_00-0029664","WR"
"12621","2014_00-0029665","QB"
"12622","2014_00-0029667","WR"
"12623","2014_00-0029668","QB"
"12624","2014_00-0029673","WR"
"12625","2014_00-0029675","RB"
"12626","2014_00-0029677","QB"
"12627","2014_00-0029682","QB"
"12628","2014_00-0029683","RB"
"12629","2014_00-0029689","TE"
"12630","2014_00-0029694","TE"
"12631","2014_00-0029697","TE"
"12632","2014_00-0029701","QB"
"12633","2014_00-0029702","WR"
"12634","2014_00-0029707","WR"
"12635","2014_00-0029708","WR"
"12636","2014_00-0029722","RB"
"12637","2014_00-0029729","FB"
"12638","2014_00-0029731","RB"
"12639","2014_00-0029734","WR"
"12640","2014_00-0029738","TE"
"12641","2014_00-0029740","WR"
"12642","2014_00-0029746","TE"
"12643","2014_00-0029755","TE"
"12644","2014_00-0029761","WR"
"12645","2014_00-0029791","RB"
"12646","2014_00-0029793","TE"
"12647","2014_00-0029795","RB"
"12648","2014_00-0029828","WR"
"12649","2014_00-0029848","WR"
"12650","2014_00-0029854","RB"
"12651","2014_00-0029856","WR"
"12652","2014_00-0029857","QB"
"12653","2014_00-0029860","WR"
"12654","2014_00-0029863","FB"
"12655","2014_00-0029866","TE"
"12656","2014_00-0029868","WR"
"12657","2014_00-0029878","TE"
"12658","2014_00-0029883","TE"
"12659","2014_00-0029885","RB"
"12660","2014_00-0029892","FB"
"12661","2014_00-0029910","TE"
"12662","2014_00-0029913","WR"
"12663","2014_00-0029924","TE"
"12664","2014_00-0029931","FB"
"12665","2014_00-0029934","WR"
"12666","2014_00-0029938","RB"
"12667","2014_00-0029951","TE"
"12668","2014_00-0029952","WR"
"12669","2014_00-0029953","RB"
"12670","2014_00-0029957","QB"
"12671","2014_00-0029962","RB"
"12672","2014_00-0029968","WR"
"12673","2014_00-0029971","WR"
"12674","2014_00-0029976","RB"
"12675","2014_00-0029977","RB"
"12676","2014_00-0029995","WR"
"12677","2014_00-0029999","TE"
"12678","2014_00-0030000","WR"
"12679","2014_00-0030018","WR"
"12680","2014_00-0030024","QB"
"12681","2014_00-0030034","WR"
"12682","2014_00-0030035","WR"
"12683","2014_00-0030039","RB"
"12684","2014_00-0030043","WR"
"12685","2014_00-0030047","WR"
"12686","2014_00-0030049","TE"
"12687","2014_00-0030061","TE"
"12688","2014_00-0030068","WR"
"12689","2014_00-0030077","WR"
"12690","2014_00-0030085","WR"
"12691","2014_00-0030089","TE"
"12692","2014_00-0030091","WR"
"12693","2014_00-0030095","WR"
"12694","2014_00-0030105","WR"
"12695","2014_00-0030107","RB"
"12696","2014_00-0030108","TE"
"12697","2014_00-0030112","FB"
"12698","2014_00-0030113","WR"
"12699","2014_00-0030116","WR"
"12700","2014_00-0030117","RB"
"12701","2014_00-0030120","QB"
"12702","2014_00-0030128","RB"
"12703","2014_00-0030129","TE"
"12704","2014_00-0030134","RB"
"12705","2014_00-0030135","WR"
"12706","2014_00-0030144","RB"
"12707","2014_00-0030147","WR"
"12708","2014_00-0030150","RB"
"12709","2014_00-0030151","QB"
"12710","2014_00-0030154","WR"
"12711","2014_00-0030155","TE"
"12712","2014_00-0030162","WR"
"12713","2014_00-0030171","TE"
"12714","2014_00-0030175","WR"
"12715","2014_00-0030181","TE"
"12716","2014_00-0030182","WR"
"12717","2014_00-0030187","WR"
"12718","2014_00-0030204","WR"
"12719","2014_00-0030216","TE"
"12720","2014_00-0030221","TE"
"12721","2014_00-0030227","FB"
"12722","2014_00-0030230","WR"
"12723","2014_00-0030236","RB"
"12724","2014_00-0030239","WR"
"12725","2014_00-0030240","WR"
"12726","2014_00-0030247","RB"
"12727","2014_00-0030248","RB"
"12728","2014_00-0030260","FB"
"12729","2014_00-0030272","TE"
"12730","2014_00-0030274","WR"
"12731","2014_00-0030279","WR"
"12732","2014_00-0030280","RB"
"12733","2014_00-0030282","RB"
"12734","2014_00-0030287","RB"
"12735","2014_00-0030288","RB"
"12736","2014_00-0030290","WR"
"12737","2014_00-0030291","TE"
"12738","2014_00-0030292","QB"
"12739","2014_00-0030299","WR"
"12740","2014_00-0030300","WR"
"12741","2014_00-0030320","RB"
"12742","2014_00-0030343","WR"
"12743","2014_00-0030348","RB"
"12744","2014_00-0030352","WR"
"12745","2014_00-0030370","WR"
"12746","2014_00-0030388","RB"
"12747","2014_00-0030391","RB"
"12748","2014_00-0030394","QB"
"12749","2014_00-0030398","TE"
"12750","2014_00-0030399","TE"
"12751","2014_00-0030400","WR"
"12752","2014_00-0030404","RB"
"12753","2014_00-0030414","RB"
"12754","2014_00-0030415","RB"
"12755","2014_00-0030419","QB"
"12756","2014_00-0030422","TE"
"12757","2014_00-0030429","RB"
"12758","2014_00-0030431","WR"
"12759","2014_00-0030432","RB"
"12760","2014_00-0030433","RB"
"12761","2014_00-0030439","WR"
"12762","2014_00-0030443","TE"
"12763","2014_00-0030447","WR"
"12764","2014_00-0030450","WR"
"12765","2014_00-0030454","WR"
"12766","2014_00-0030456","RB"
"12767","2014_00-0030460","WR"
"12768","2014_00-0030465","RB"
"12769","2014_00-0030466","WR"
"12770","2014_00-0030467","WR"
"12771","2014_00-0030470","TE"
"12772","2014_00-0030472","TE"
"12773","2014_00-0030474","WR"
"12774","2014_00-0030485","RB"
"12775","2014_00-0030496","RB"
"12776","2014_00-0030497","RB"
"12777","2014_00-0030501","WR"
"12778","2014_00-0030506","TE"
"12779","2014_00-0030510","TE"
"12780","2014_00-0030512","TE"
"12781","2014_00-0030513","RB"
"12782","2014_00-0030514","TE"
"12783","2014_00-0030516","WR"
"12784","2014_00-0030520","QB"
"12785","2014_00-0030521","WR"
"12786","2014_00-0030522","RB"
"12787","2014_00-0030524","QB"
"12788","2014_00-0030525","WR"
"12789","2014_00-0030526","QB"
"12790","2014_00-0030532","WR"
"12791","2014_00-0030533","QB"
"12792","2014_00-0030536","RB"
"12793","2014_00-0030540","WR"
"12794","2014_00-0030542","WR"
"12795","2014_00-0030544","TE"
"12796","2014_00-0030547","RB"
"12797","2014_00-0030549","TE"
"12798","2014_00-0030550","WR"
"12799","2014_00-0030564","WR"
"12800","2014_00-0030565","QB"
"12801","2014_00-0030568","QB"
"12802","2014_00-0030569","QB"
"12803","2014_00-0030578","WR"
"12804","2014_00-0030586","QB"
"12805","2014_00-0030614","WR"
"12806","2014_00-0030622","WR"
"12807","2014_00-0030631","WR"
"12808","2014_00-0030632","WR"
"12809","2014_00-0030645","RB"
"12810","2014_00-0030646","RB"
"12811","2014_00-0030647","TE"
"12812","2014_00-0030651","WR"
"12813","2014_00-0030653","FB"
"12814","2014_00-0030656","RB"
"12815","2014_00-0030659","WR"
"12816","2014_00-0030661","QB"
"12817","2014_00-0030662","WR"
"12818","2014_00-0030663","WR"
"12819","2014_00-0030666","WR"
"12820","2014_00-0030668","RB"
"12821","2014_00-0030669","WR"
"12822","2014_00-0030670","WR"
"12823","2014_00-0030671","WR"
"12824","2014_00-0030672","RB"
"12825","2014_00-0030673","QB"
"12826","2014_00-0030681","RB"
"12827","2014_00-0030685","RB"
"12828","2014_00-0030686","TE"
"12829","2014_00-0030688","TE"
"12830","2014_00-0030691","WR"
"12831","2014_00-0030692","WR"
"12832","2014_00-0030705","RB"
"12833","2014_00-0030707","TE"
"12834","2014_00-0030709","WR"
"12835","2014_00-0030710","TE"
"12836","2014_00-0030711","RB"
"12837","2014_00-0030718","WR"
"12838","2014_00-0030720","RB"
"12839","2014_00-0030723","QB"
"12840","2014_00-0030727","TE"
"12841","2014_00-0030729","WR"
"12842","2014_00-0030731","WR"
"12843","2014_00-0030735","RB"
"12844","2014_00-0030736","WR"
"12845","2014_00-0030737","WR"
"12846","2014_00-0030738","QB"
"12847","2014_00-0030742","TE"
"12848","2014_00-0030743","WR"
"12849","2014_00-0030746","RB"
"12850","2014_00-0030747","WR"
"12851","2014_00-0030748","TE"
"12852","2014_00-0030756","RB"
"12853","2014_00-0030758","TE"
"12854","2014_00-0030759","RB"
"12855","2014_00-0030760","QB"
"12856","2014_00-0030780","TE"
"12857","2014_00-0030783","WR"
"12858","2014_00-0030785","RB"
"12859","2014_00-0030786","RB"
"12860","2014_00-0030789","RB"
"12861","2014_00-0030794","WR"
"12862","2014_00-0030796","WR"
"12863","2014_00-0030797","WR"
"12864","2014_00-0030798","WR"
"12865","2014_00-0030801","WR"
"12866","2014_00-0030803","RB"
"12867","2014_00-0030805","TE"
"12868","2014_00-0030806","TE"
"12869","2014_00-0030807","WR"
"12870","2014_00-0030808","QB"
"12871","2014_00-0030817","RB"
"12872","2014_00-0030818","WR"
"12873","2014_00-0030821","WR"
"12874","2014_00-0030822","TE"
"12875","2014_00-0030823","TE"
"12876","2014_00-0030825","QB"
"12877","2014_00-0030828","TE"
"12878","2014_00-0030832","TE"
"12879","2014_00-0030839","WR"
"12880","2014_00-0030846","QB"
"12881","2014_00-0030854","TE"
"12882","2014_00-0030855","RB"
"12883","2014_00-0030856","WR"
"12884","2014_00-0030860","RB"
"12885","2014_00-0030865","TE"
"12886","2014_00-0030868","WR"
"12887","2014_00-0030874","RB"
"12888","2014_00-0030882","QB"
"12889","2014_00-0030886","TE"
"12890","2014_00-0030891","RB"
"12891","2014_00-0030895","RB"
"12892","2014_00-0030897","WR"
"12893","2014_00-0030898","TE"
"12894","2014_00-0030914","WR"
"12895","2014_00-0030915","WR"
"12896","2014_00-0030918","TE"
"12897","2014_00-0030919","WR"
"12898","2014_00-0030920","WR"
"12899","2014_00-0030932","WR"
"12900","2014_00-0030935","WR"
"12901","2014_00-0030939","WR"
"12902","2014_00-0030944","RB"
"12903","2014_00-0030949","RB"
"12904","2014_00-0030952","WR"
"12905","2014_00-0030955","FB"
"12906","2014_00-0030958","RB"
"12907","2014_00-0030961","TE"
"12908","2014_00-0030970","QB"
"12909","2014_00-0030971","WR"
"12910","2014_00-0030973","TE"
"12911","2014_00-0030975","TE"
"12912","2014_00-0030978","WR"
"12913","2014_00-0030985","RB"
"12914","2014_00-0030990","WR"
"12915","2014_00-0030992","TE"
"12916","2014_00-0030998","QB"
"12917","2014_00-0030999","RB"
"12918","2014_00-0031001","WR"
"12919","2014_00-0031002","WR"
"12920","2014_00-0031008","RB"
"12921","2014_00-0031009","WR"
"12922","2014_00-0031010","WR"
"12923","2014_00-0031011","WR"
"12924","2014_00-0031014","WR"
"12925","2014_00-0031021","WR"
"12926","2014_00-0031023","WR"
"12927","2014_00-0031025","WR"
"12928","2014_00-0031035","TE"
"12929","2014_00-0031042","TE"
"12930","2014_00-0031044","TE"
"12931","2014_00-0031045","RB"
"12932","2014_00-0031051","WR"
"12933","2014_00-0031053","WR"
"12934","2014_00-0031055","RB"
"12935","2014_00-0031056","WR"
"12936","2014_00-0031057","RB"
"12937","2014_00-0031060","RB"
"12938","2014_00-0031062","RB"
"12939","2014_00-0031064","QB"
"12940","2014_00-0031066","RB"
"12941","2014_00-0031068","WR"
"12942","2014_00-0031075","RB"
"12943","2014_00-0031076","QB"
"12944","2014_00-0031078","RB"
"12945","2014_00-0031085","FB"
